Expert,Location,Action,group.x,MS,Fire,PBFV,Bird.number,Lower,Estimate,Upper,Cost
G,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.2,0.36,60304771.5
G,Mainland,fledgling release only,current range ,6,1,1,100,0,0.44,0.65,99993171.5
G,Mainland,fledgling release only,current range ,6,1,1,50,0,0.34,0.54,58459421.5
G,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0,0.2,0.4,108471371.5
G,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0,0.15,0.3,64707721.5
G,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0,0.15,105910100
G,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0,0.12,62855825
G,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.14,0.2,93657746.5
G,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.11,0.19,61953471.5
G,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0,0,0.14,99798400
G,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0,0.12,58401525
H,Mainland,No action + no captive population,no action,0,0,0,0,0,0.1,0.1,0
H,Mainland,mixed release strategy,current range ,1,1,1,100,0.9,0.98,1,107322746.5
H,Mainland,mixed release strategy,current range ,1,1,1,50,0.7,0.91,1,64653471.5
H,Mainland,focus wild born young,current range ,2,1,1,100,0.1,0.6,0.8,101596046.5
H,Mainland,focus wild born young,current range ,2,1,1,50,0.1,0.4,0.75,60199171.5
H,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.1,0.6,0.8,110541246.5
H,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0.1,0.5,0.75,64926346.5
H,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.5,0.9,1,96964696.5
H,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.3,0.75,0.95,55539446.5
H,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.55,0.85,1,103519496.5
H,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.45,0.7,0.95,60304771.5
H,Mainland,fledgling release only,current range ,6,1,1,100,0.75,0.9,1,99993171.5
H,Mainland,fledgling release only,current range ,6,1,1,50,0.65,0.9,1,58459421.5
H,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.7,0.85,1,108471371.5
H,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.6,0.9,1,64707721.5
H,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.5,0.7,105910100
H,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.54,0.8,62855825
H,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.9,0.95,1,93657746.5
H,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.75,0.9,1,61953471.5
H,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0,0.5,0.55,99798400
H,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0.45,0.5,58401525
I,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0,0
I,Mainland,mixed release strategy,current range ,1,1,1,100,0.05,NA,0.7,107322746.5
I,Mainland,mixed release strategy,current range ,1,1,1,50,0.02,0.23,0.43,64653471.5
I,Mainland,focus wild born young,current range ,2,1,1,100,0.2,0.8,0.9,101596046.5
I,Mainland,focus wild born young,current range ,2,1,1,50,0.25,0.6,0.7,60199171.5
I,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.3,0.7,0.97,110541246.5
I,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,NA,NA,NA,64926346.5
I,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.39,0.82,0.91,96964696.5
I,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.3,0.75,0.84,55539446.5
I,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.26,0.8,0.9,103519496.5
I,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.2,0.7,0.8,60304771.5
I,Mainland,fledgling release only,current range ,6,1,1,100,0.3,0.79,0.89,99993171.5
I,Mainland,fledgling release only,current range ,6,1,1,50,0.2,0.7,0.81,58459421.5
I,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.29,0.8,0.94,108471371.5
I,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.29,0.71,0.79,64707721.5
I,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,NA,NA,NA,105910100
I,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.1,0.2,62855825
I,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.15,0.8,0.85,93657746.5
I,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.1,0.3,0.5,61953471.5
I,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.2,0.56,0.85,99798400
I,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0.1,0.5,0.8,58401525
J,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0.1,0
J,Mainland,mixed release strategy,current range ,1,1,1,100,0.4,0.64,0.8,107322746.5
J,Mainland,mixed release strategy,current range ,1,1,1,50,0.4,0.65,0.8,64653471.5
J,Mainland,focus wild born young,current range ,2,1,1,100,0.4,NA,0.7,101596046.5
J,Mainland,focus wild born young,current range ,2,1,1,50,0.4,NA,0.7,60199171.5
J,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.5,0.65,NA,110541246.5
J,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0.5,0.65,0.8,64926346.5
J,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.45,0.65,0.85,96964696.5
J,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.4,0.63,0.8,55539446.5
J,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.45,0.65,0.85,103519496.5
J,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.5,0.65,0.8,60304771.5
J,Mainland,fledgling release only,current range ,6,1,1,100,0.4,0.56,0.7,99993171.5
J,Mainland,fledgling release only,current range ,6,1,1,50,0.4,0.55,0.7,58459421.5
J,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.25,0.52,0.65,108471371.5
J,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.2,0.5,0.6,64707721.5
J,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0.4,0.6,0.8,105910100
J,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0.4,0.6,0.8,62855825
J,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.2,0.35,0.5,93657746.5
J,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.2,0.35,0.5,61953471.5
J,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.4,0.55,0.7,99798400
J,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0.4,0.56,0.7,58401525
K,Mainland,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
K,Mainland,mixed release strategy,current range ,1,1,1,100,0.3,0.5,0.7,107322746.5
K,Mainland,mixed release strategy,current range ,1,1,1,50,0.3,0.5,0.7,64653471.5
K,Mainland,focus wild born young,current range ,2,1,1,100,0.3,0.5,0.7,101596046.5
K,Mainland,focus wild born young,current range ,2,1,1,50,0.3,0.5,0.7,60199171.5
K,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.3,0.5,0.7,110541246.5
K,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0.3,0.5,0.7,64926346.5
K,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.3,0.5,0.7,96964696.5
K,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.3,0.5,0.7,55539446.5
K,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.25,0.5,0.7,103519496.5
K,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.25,0.5,0.7,60304771.5
K,Mainland,fledgling release only,current range ,6,1,1,100,0,0.3,0.5,99993171.5
K,Mainland,fledgling release only,current range ,6,1,1,50,0,0.3,0.5,58459421.5
K,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0,0.25,0.5,108471371.5
K,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0,0.25,0.5,64707721.5
K,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.3,0.45,105910100
K,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.3,0.45,62855825
K,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.1,0.2,93657746.5
K,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.1,0.2,61953471.5
K,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.3,0.5,0.7,99798400
K,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0.3,0.5,0.7,58401525
L,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0,0
L,Mainland,mixed release strategy,current range ,1,1,1,100,0,0.1,0.2,107322746.5
L,Mainland,mixed release strategy,current range ,1,1,1,50,0,0.1,0.1,64653471.5
L,Mainland,focus wild born young,current range ,2,1,1,100,0,0.1,0.2,101596046.5
L,Mainland,focus wild born young,current range ,2,1,1,50,0,0.05,0.1,60199171.5
L,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0,0.1,0.2,110541246.5
L,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0,0.05,0.1,64926346.5
L,Mainland,focus high quality young leaving,current range ,4,1,1,100,0,0.15,0.3,96964696.5
L,Mainland,focus high quality young leaving,current range ,4,1,1,50,0,0.05,0.1,55539446.5
L,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.1,0.3,103519496.5
L,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.05,0.1,60304771.5
L,Mainland,fledgling release only,current range ,6,1,1,100,0,0.1,0.3,99993171.5
L,Mainland,fledgling release only,current range ,6,1,1,50,0,0.05,0.1,58459421.5
L,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0,0.1,0.3,108471371.5
L,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0,0.05,0.1,64707721.5
L,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.05,0.1,105910100
L,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.1,62855825
L,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.05,0.1,93657746.5
L,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.05,0.1,61953471.5
L,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0,0.1,0.2,99798400
L,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.1,58401525
M,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0.05,0
M,Mainland,mixed release strategy,current range ,1,1,1,100,0.5,0.7,1,107322746.5
M,Mainland,mixed release strategy,current range ,1,1,1,50,0.4,0.65,1,64653471.5
M,Mainland,focus wild born young,current range ,2,1,1,100,0.4,0.6,1,101596046.5
M,Mainland,focus wild born young,current range ,2,1,1,50,0.3,0.55,1,60199171.5
M,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.3,0.6,1,110541246.5
M,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0.3,0.55,1,64926346.5
M,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.4,0.7,1,96964696.5
M,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.4,0.6,1,55539446.5
M,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.4,0.7,1,103519496.5
M,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.4,0.59,1,60304771.5
M,Mainland,fledgling release only,current range ,6,1,1,100,0.4,0.7,1,99993171.5
M,Mainland,fledgling release only,current range ,6,1,1,50,0.5,0.7,1,58459421.5
M,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.4,0.8,1,108471371.5
M,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.5,0.7,1,64707721.5
M,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0.3,0.6,1,105910100
M,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0.2,0.45,1,62855825
M,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.4,0.6,1,93657746.5
M,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.3,0.5,1,61953471.5
M,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.2,0.5,1,99798400
M,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0.2,0.4,1,58401525
N,Mainland,No action + no captive population,no action,0,0,0,0,0,0.05,0.2,0
N,Mainland,mixed release strategy,current range ,1,1,1,100,0.3,0.65,0.95,107322746.5
N,Mainland,mixed release strategy,current range ,1,1,1,50,0.4,0.6,0.95,64653471.5
N,Mainland,focus wild born young,current range ,2,1,1,100,0.1,0.45,0.65,101596046.5
N,Mainland,focus wild born young,current range ,2,1,1,50,0.1,0.4,0.6,60199171.5
N,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.5,0.9,0.95,110541246.5
N,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0.5,0.85,0.95,64926346.5
N,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.1,0.45,0.65,96964696.5
N,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.1,0.4,0.6,55539446.5
N,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.5,0.9,0.95,103519496.5
N,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.5,0.85,0.95,60304771.5
N,Mainland,fledgling release only,current range ,6,1,1,100,0.1,0.45,0.65,99993171.5
N,Mainland,fledgling release only,current range ,6,1,1,50,0.1,0.4,0.6,58459421.5
N,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.3,0.8,0.9,108471371.5
N,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.3,0.75,0.85,64707721.5
N,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0.35,0.6,0.95,105910100
N,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0.35,0.55,0.95,62855825
N,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.2,0.7,0.9,93657746.5
N,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.2,0.6,0.8,61953471.5
N,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.1,0.4,0.6,99798400
N,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0.05,0.35,0.55,58401525
O,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0.1,0
O,Mainland,mixed release strategy,current range ,1,1,1,100,0.4,0.75,1,107322746.5
O,Mainland,mixed release strategy,current range ,1,1,1,50,0.1,0.3,0.7,64653471.5
O,Mainland,focus wild born young,current range ,2,1,1,100,0.5,0.6,1,101596046.5
O,Mainland,focus wild born young,current range ,2,1,1,50,0,0.4,0.75,60199171.5
O,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.4,0.5,1,110541246.5
O,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0,0.2,0.5,64926346.5
O,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.7,0.85,1,96964696.5
O,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.1,0.5,0.8,55539446.5
O,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.5,0.75,1,103519496.5
O,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.5,0.7,60304771.5
O,Mainland,fledgling release only,current range ,6,1,1,100,0.5,0.8,1,99993171.5
O,Mainland,fledgling release only,current range ,6,1,1,50,0.2,0.6,0.7,58459421.5
O,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.3,0.65,1,108471371.5
O,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.1,0.25,0.6,64707721.5
O,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0.25,0.7,1,105910100
O,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.25,0.65,62855825
O,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.3,0.5,1,93657746.5
O,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.2,0.6,61953471.5
O,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.45,0.55,1,99798400
O,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0.4,0.65,58401525
P,Mainland,No action + no captive population,no action,0,0,0,0,0,0.05,0.05,0
P,Mainland,mixed release strategy,current range ,1,1,1,100,0.7,NA,1,107322746.5
P,Mainland,mixed release strategy,current range ,1,1,1,50,0.15,0.6,1,64653471.5
P,Mainland,focus wild born young,current range ,2,1,1,100,0.3,0.5,1,101596046.5
P,Mainland,focus wild born young,current range ,2,1,1,50,0.1,0.3,1,60199171.5
P,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.5,0.6,1,110541246.5
P,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0.4,0.5,1,64926346.5
P,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.25,0.35,1,96964696.5
P,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.1,0.3,1,55539446.5
P,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.75,0.8,1,103519496.5
P,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.6,0.65,1,60304771.5
P,Mainland,fledgling release only,current range ,6,1,1,100,0.4,0.45,1,99993171.5
P,Mainland,fledgling release only,current range ,6,1,1,50,0.2,0.3,1,58459421.5
P,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.3,0.8,1,108471371.5
P,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.2,0.7,1,64707721.5
P,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0.35,0.45,1,105910100
P,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0.05,0.3,1,62855825
P,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.5,1,93657746.5
P,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.4,1,61953471.5
P,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.1,0.2,1,99798400
P,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0.1,0.2,1,58401525
Q,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0,0
Q,Mainland,mixed release strategy,current range ,1,1,1,100,0.2,0.3,0.4,107322746.5
Q,Mainland,mixed release strategy,current range ,1,1,1,50,0.2,0.3,0.4,64653471.5
Q,Mainland,focus wild born young,current range ,2,1,1,100,0.15,0.25,0.35,101596046.5
Q,Mainland,focus wild born young,current range ,2,1,1,50,0.1,0.2,0.3,60199171.5
Q,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.3,0.4,0.5,110541246.5
Q,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0.2,0.3,0.4,64926346.5
Q,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.3,0.4,0.5,96964696.5
Q,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.25,0.35,0.45,55539446.5
Q,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.35,0.45,0.55,103519496.5
Q,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.3,0.4,0.5,60304771.5
Q,Mainland,fledgling release only,current range ,6,1,1,100,0.35,0.45,0.55,99993171.5
Q,Mainland,fledgling release only,current range ,6,1,1,50,0.25,0.35,0.45,58459421.5
Q,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.35,0.45,0.55,108471371.5
Q,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.25,0.35,0.45,64707721.5
Q,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0.15,0.25,0.35,105910100
Q,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0.1,0.2,0.3,62855825
Q,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.3,0.4,0.5,93657746.5
Q,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.2,0.3,0.4,61953471.5
Q,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.05,0.15,0.25,99798400
Q,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0.05,0.15,0.25,58401525
R,Mainland,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
R,Mainland,mixed release strategy,current range ,1,1,1,100,0,0.5,0.7,107322746.5
R,Mainland,mixed release strategy,current range ,1,1,1,50,0,0.3,0.5,64653471.5
R,Mainland,focus wild born young,current range ,2,1,1,100,0,0.6,0.7,101596046.5
R,Mainland,focus wild born young,current range ,2,1,1,50,0,0.25,0.5,60199171.5
R,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0,0.64,0.7,110541246.5
R,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0,0.2,0.5,64926346.5
R,Mainland,focus high quality young leaving,current range ,4,1,1,100,0,0.7,0.8,96964696.5
R,Mainland,focus high quality young leaving,current range ,4,1,1,50,0,0.5,0.7,55539446.5
R,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.75,0.8,103519496.5
R,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.3,0.6,60304771.5
R,Mainland,fledgling release only,current range ,6,1,1,100,0,0.6,0.8,99993171.5
R,Mainland,fledgling release only,current range ,6,1,1,50,0,0.4,0.7,58459421.5
R,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0,0.7,0.9,108471371.5
R,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0,0.3,0.6,64707721.5
R,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.3,0.5,105910100
R,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.1,0.4,62855825
R,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.46,0.7,93657746.5
R,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.25,0.5,61953471.5
R,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0,0.4,0.6,99798400
R,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0.15,0.4,58401525
S,Mainland,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
S,Mainland,mixed release strategy,current range ,1,1,1,100,0,0.13,0.48,107322746.5
S,Mainland,mixed release strategy,current range ,1,1,1,50,0,0.13,0.44,64653471.5
S,Mainland,focus wild born young,current range ,2,1,1,100,0,0.1,0.4,101596046.5
S,Mainland,focus wild born young,current range ,2,1,1,50,0,0.1,0.41,60199171.5
S,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0,0.16,0.55,110541246.5
S,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0,0.16,0.5,64926346.5
S,Mainland,focus high quality young leaving,current range ,4,1,1,100,0,0.1,0.25,96964696.5
S,Mainland,focus high quality young leaving,current range ,4,1,1,50,0,0.1,0.3,55539446.5
S,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.1,0.35,103519496.5
S,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.1,0.35,60304771.5
S,Mainland,fledgling release only,current range ,6,1,1,100,0,0.1,0.25,99993171.5
S,Mainland,fledgling release only,current range ,6,1,1,50,0,0.1,0.25,58459421.5
S,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0,0.15,0.5,108471371.5
S,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0,0.2,0.45,64707721.5
S,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.05,0.14,105910100
S,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.1,62855825
S,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.2,0.25,93657746.5
S,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.2,0.3,61953471.5
S,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0,0.05,0.1,99798400
S,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.1,58401525
T,Mainland,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
T,Mainland,mixed release strategy,current range ,1,1,1,100,0.25,0.64,0.9,107322746.5
T,Mainland,mixed release strategy,current range ,1,1,1,50,0.1,0.5,0.8,64653471.5
T,Mainland,focus wild born young,current range ,2,1,1,100,0.2,0.55,0.8,101596046.5
